Platform,Interference,Pressure size,Method,T_resp bin center (us),Bin count,CCDF P(T_resp >= x),Runs,Samples
RK3568,Inter-core + intra-core interference,16 MiB,WP,160.500,19,8.6e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,161.500,14,7.96666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,162.500,11,7.5e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,163.500,19,7.13333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,164.500,6,6.5e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,165.500,5,6.3e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,166.500,5,6.13333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,167.500,8,5.96666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,168.500,3,5.7e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,169.500,3,5.6e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,170.500,5,5.5e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,171.500,6,5.33333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,172.500,2,5.13333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,173.500,11,5.06666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,174.500,6,4.7e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,175.500,4,4.5e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,176.500,3,4.36666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,177.500,3,4.26666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,178.500,5,4.16666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,179.500,5,4e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,180.500,1,3.83333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,181.500,6,3.8e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,182.500,2,3.6e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,183.500,2,3.53333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,184.500,6,3.46666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,185.500,8,3.26666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,186.500,1,3e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,187.500,1,2.96666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,188.500,1,2.93333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,189.500,2,2.9e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,190.500,9,2.83333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,191.500,2,2.53333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,192.500,4,2.46666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,193.500,1,2.33333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,194.500,5,2.3e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,195.500,9,2.13333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,196.500,2,1.83333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,197.500,2,1.76666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,198.500,2,1.7e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,199.500,1,1.63333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,200.500,1,1.6e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,201.500,3,1.56666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,202.500,4,1.46666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,203.500,6,1.33333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,204.500,3,1.13333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,205.500,1,1.03333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,206.500,2,1e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,207.500,4,9.33333333333e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,208.500,2,8e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,210.500,1,7.33333333333e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,211.500,1,7e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,212.500,1,6.66666666667e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,213.500,1,6.33333333333e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,214.500,2,6e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,215.500,1,5.33333333333e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,217.500,1,5e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,218.500,1,4.66666666667e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,219.500,1,4.33333333333e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,221.500,1,4e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,223.500,2,3.66666666667e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,224.500,1,3e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,225.500,1,2.66666666667e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,227.500,1,2.33333333333e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,233.500,1,2e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,249.500,2,1.66666666667e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,251.500,1,1e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,254.500,1,6.66666666667e-07,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,WP,270.500,1,3.33333333333e-07,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,97.500,2071,1,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,98.500,254389,0.999309666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,99.500,166261,0.914513333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,100.500,647404,0.859093,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,101.500,813327,0.643291666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,102.500,552885,0.372182666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,103.500,225585,0.187887666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,104.500,108262,0.112692666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,105.500,49661,0.0766053333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,106.500,19022,0.0600516666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,107.500,8001,0.053711,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,108.500,4757,0.051044,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,109.500,3852,0.0494583333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,110.500,3620,0.0481743333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,111.500,3341,0.0469676666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,112.500,3076,0.045854,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,113.500,2951,0.0448286666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,114.500,3892,0.043845,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,115.500,6492,0.0425476666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,116.500,11927,0.0403836666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,117.500,19113,0.036408,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,118.500,24559,0.030037,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,119.500,22371,0.0218506666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,120.500,15185,0.0143936666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,121.500,8166,0.009332,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,122.500,5325,0.00661,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,123.500,4680,0.004835,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,124.500,3603,0.003275,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,125.500,2172,0.002074,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,126.500,1140,0.00135,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,127.500,594,0.00097,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,128.500,350,0.000772,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,129.500,284,0.000655333333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,130.500,239,0.000560666666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,131.500,184,0.000481,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,132.500,163,0.000419666666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,133.500,117,0.000365333333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,134.500,100,0.000326333333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,135.500,60,0.000293,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,136.500,50,0.000273,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,137.500,57,0.000256333333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,138.500,55,0.000237333333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,139.500,44,0.000219,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,140.500,44,0.000204333333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,141.500,49,0.000189666666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,142.500,53,0.000173333333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,143.500,53,0.000155666666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,144.500,34,0.000138,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,145.500,36,0.000126666666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,146.500,32,0.000114666666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,147.500,27,0.000104,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,148.500,24,9.5e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,149.500,20,8.7e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,150.500,24,8.03333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,151.500,20,7.23333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,152.500,24,6.56666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,153.500,19,5.76666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,154.500,17,5.13333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,155.500,13,4.56666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,156.500,8,4.13333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,157.500,9,3.86666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,158.500,16,3.56666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,159.500,10,3.03333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,160.500,7,2.7e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,161.500,3,2.46666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,162.500,3,2.36666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,163.500,4,2.26666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,164.500,10,2.13333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,165.500,3,1.8e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,166.500,2,1.7e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,167.500,3,1.63333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,168.500,3,1.53333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,169.500,4,1.43333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,171.500,3,1.3e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,172.500,1,1.2e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,173.500,1,1.16666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,174.500,3,1.13333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,175.500,1,1.03333333333e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,176.500,2,1e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,177.500,2,9.33333333333e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,179.500,3,8.66666666667e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,180.500,3,7.66666666667e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,181.500,1,6.66666666667e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,182.500,2,6.33333333333e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,183.500,1,5.66666666667e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,184.500,1,5.33333333333e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,185.500,1,5e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,186.500,1,4.66666666667e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,188.500,1,4.33333333333e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,191.500,4,4e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,192.500,2,2.66666666667e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,197.500,1,2e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,198.500,1,1.66666666667e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,199.500,1,1.33333333333e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,201.500,1,1e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,217.500,1,6.66666666667e-07,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,SP,218.500,1,3.33333333333e-07,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,96.500,18,1,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,97.500,3148,0.999994,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,98.500,224918,0.998944666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,99.500,464312,0.923972,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,100.500,997269,0.769201333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,101.500,643471,0.436778333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,102.500,326063,0.222288,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,103.500,151536,0.113600333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,104.500,75698,0.0630883333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,105.500,52140,0.0378556666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,106.500,28821,0.0204756666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,107.500,17039,0.0108686666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,108.500,9011,0.005189,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,109.500,3623,0.00218533333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,110.500,1430,0.000977666666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,111.500,581,0.000501,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,112.500,287,0.000307333333333,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,113.500,195,0.000211666666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,114.500,123,0.000146666666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,115.500,102,0.000105666666667,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,116.500,71,7.16666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,117.500,43,4.8e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,118.500,33,3.36666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,119.500,15,2.26666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,120.500,23,1.76666666667e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,121.500,12,1e-05,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,122.500,5,6e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,123.500,3,4.33333333333e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,124.500,4,3.33333333333e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,125.500,2,2e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,126.500,1,1.33333333333e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,128.500,1,1e-06,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,130.500,1,6.66666666667e-07,5,3000000
RK3568,Inter-core + intra-core interference,16 MiB,HCP4-16,131.500,1,3.33333333333e-07,5,3000000
