bit,stimulus_items,variant,median_mean_cycles,min_mean_cycles,max_mean_cycles,passes
5,19,same_probe_only_flipped,527.0,396.0,544.0,5
5,20,cross_original_matching,305.0,286.0,324.0,5
5,20,cross_probe_only_flipped,290.0,288.0,306.0,5
5,20,same_original_matching,537.0,520.0,548.0,5
5,20,same_probe_only_flipped,510.0,509.0,543.0,5
6,0,cross_original_matching,27.0,27.0,28.0,5
6,0,cross_probe_only_flipped,27.0,27.0,28.0,5
6,0,same_original_matching,29.0,27.0,31.0,5
6,0,same_probe_only_flipped,27.0,27.0,29.0,5
6,1,cross_original_matching,27.0,27.0,28.0,5
6,1,cross_probe_only_flipped,27.0,27.0,28.0,5
6,1,same_original_matching,29.0,28.0,31.0,5
6,1,same_probe_only_flipped,28.0,27.0,28.0,5
6,2,cross_original_matching,28.0,27.0,30.0,5
6,2,cross_probe_only_flipped,27.0,27.0,27.0,5
6,2,same_original_matching,31.0,30.0,35.0,5
6,2,same_probe_only_flipped,28.0,27.0,28.0,5
6,3,cross_original_matching,27.0,27.0,28.0,5
6,3,cross_probe_only_flipped,27.0,27.0,28.0,5
6,3,same_original_matching,49.0,48.0,50.0,5
6,3,same_probe_only_flipped,28.0,27.0,30.0,5
6,4,cross_original_matching,27.0,27.0,28.0,5
6,4,cross_probe_only_flipped,27.0,27.0,28.0,5
6,4,same_original_matching,51.0,49.0,53.0,5
6,4,same_probe_only_flipped,28.0,27.0,29.0,5
6,5,cross_original_matching,28.0,27.0,28.0,5
6,5,cross_probe_only_flipped,27.0,27.0,27.0,5
6,5,same_original_matching,55.0,48.0,69.0,5
6,5,same_probe_only_flipped,28.0,28.0,29.0,5
6,6,cross_original_matching,29.0,28.0,31.0,5
6,6,cross_probe_only_flipped,27.0,27.0,28.0,5
6,6,same_original_matching,65.0,57.0,76.0,5
6,6,same_probe_only_flipped,28.0,28.0,29.0,5
6,7,cross_original_matching,31.0,28.0,36.0,5
6,7,cross_probe_only_flipped,28.0,27.0,29.0,5
6,7,same_original_matching,270.0,252.0,278.0,5
6,7,same_probe_only_flipped,28.0,27.0,29.0,5
6,8,cross_original_matching,35.0,31.0,47.0,5
6,8,cross_probe_only_flipped,28.0,27.0,30.0,5
6,8,same_original_matching,294.0,273.0,314.0,5
6,8,same_probe_only_flipped,29.0,29.0,30.0,5
6,9,cross_original_matching,45.0,37.0,67.0,5
6,9,cross_probe_only_flipped,28.0,27.0,30.0,5
6,9,same_original_matching,297.0,283.0,319.0,5
6,9,same_probe_only_flipped,31.0,30.0,32.0,5
6,10,cross_original_matching,63.0,40.0,85.0,5
6,10,cross_probe_only_flipped,29.0,28.0,29.0,5
6,10,same_original_matching,291.0,272.0,303.0,5
6,10,same_probe_only_flipped,33.0,31.0,33.0,5
6,11,cross_original_matching,70.0,46.0,111.0,5
6,11,cross_probe_only_flipped,28.0,28.0,29.0,5
6,11,same_original_matching,285.0,276.0,294.0,5
6,11,same_probe_only_flipped,31.0,31.0,33.0,5
6,12,cross_original_matching,76.0,38.0,106.0,5
6,12,cross_probe_only_flipped,29.0,28.0,29.0,5
6,12,same_original_matching,292.0,279.0,295.0,5
6,12,same_probe_only_flipped,54.0,50.0,84.0,5
6,13,cross_original_matching,53.0,50.0,137.0,5
6,13,cross_probe_only_flipped,29.0,28.0,29.0,5
6,13,same_original_matching,350.0,326.0,353.0,5
6,13,same_probe_only_flipped,65.0,60.0,79.0,5
6,14,cross_original_matching,184.0,113.0,258.0,5
6,14,cross_probe_only_flipped,28.0,27.0,29.0,5
6,14,same_original_matching,366.0,325.0,389.0,5
6,14,same_probe_only_flipped,75.0,64.0,94.0,5
6,15,cross_original_matching,218.0,210.0,278.0,5
6,15,cross_probe_only_flipped,29.0,27.0,32.0,5
6,15,same_original_matching,371.0,340.0,434.0,5
6,15,same_probe_only_flipped,82.0,75.0,176.0,5
6,16,cross_original_matching,294.0,275.0,316.0,5
6,16,cross_probe_only_flipped,30.0,29.0,31.0,5
6,16,same_original_matching,359.0,355.0,425.0,5
6,16,same_probe_only_flipped,79.0,76.0,126.0,5
6,17,cross_original_matching,304.0,270.0,306.0,5
6,17,cross_probe_only_flipped,32.0,30.0,32.0,5
6,17,same_original_matching,379.0,362.0,493.0,5
6,17,same_probe_only_flipped,92.0,76.0,209.0,5
6,18,cross_original_matching,313.0,277.0,319.0,5
6,18,cross_probe_only_flipped,30.0,29.0,33.0,5
6,18,same_original_matching,530.0,373.0,551.0,5
6,18,same_probe_only_flipped,227.0,119.0,259.0,5
6,19,cross_original_matching,299.0,277.0,319.0,5
6,19,cross_probe_only_flipped,32.0,32.0,33.0,5
6,19,same_original_matching,534.0,369.0,558.0,5
6,19,same_probe_only_flipped,252.0,108.0,294.0,5
6,20,cross_original_matching,300.0,294.0,310.0,5
6,20,cross_probe_only_flipped,32.0,30.0,33.0,5
6,20,same_original_matching,527.0,490.0,560.0,5
6,20,same_probe_only_flipped,250.0,218.0,266.0,5
7,0,cross_original_matching,28.0,27.0,28.0,5
7,0,cross_probe_only_flipped,27.0,27.0,27.0,5
7,0,same_original_matching,28.0,28.0,29.0,5
7,0,same_probe_only_flipped,27.0,27.0,28.0,5
7,1,cross_original_matching,27.0,27.0,28.0,5
7,1,cross_probe_only_flipped,27.0,27.0,30.0,5
7,1,same_original_matching,29.0,28.0,30.0,5
7,1,same_probe_only_flipped,28.0,27.0,29.0,5
7,2,cross_original_matching,27.0,27.0,28.0,5
7,2,cross_probe_only_flipped,27.0,27.0,27.0,5
7,2,same_original_matching,31.0,28.0,42.0,5
7,2,same_probe_only_flipped,28.0,27.0,32.0,5
7,3,cross_original_matching,27.0,27.0,27.0,5
7,3,cross_probe_only_flipped,27.0,27.0,28.0,5
7,3,same_original_matching,49.0,47.0,50.0,5
7,3,same_probe_only_flipped,27.0,27.0,28.0,5
7,4,cross_original_matching,27.0,27.0,28.0,5
7,4,cross_probe_only_flipped,27.0,27.0,28.0,5
7,4,same_original_matching,51.0,50.0,54.0,5
7,4,same_probe_only_flipped,27.0,27.0,28.0,5
7,5,cross_original_matching,27.0,27.0,28.0,5
7,5,cross_probe_only_flipped,27.0,27.0,27.0,5
7,5,same_original_matching,54.0,53.0,68.0,5
7,5,same_probe_only_flipped,28.0,27.0,28.0,5
7,6,cross_original_matching,28.0,27.0,30.0,5
7,6,cross_probe_only_flipped,27.0,27.0,28.0,5
7,6,same_original_matching,59.0,54.0,73.0,5
7,6,same_probe_only_flipped,28.0,28.0,29.0,5
7,7,cross_original_matching,29.0,27.0,35.0,5
7,7,cross_probe_only_flipped,27.0,27.0,28.0,5
7,7,same_original_matching,259.0,242.0,295.0,5
7,7,same_probe_only_flipped,28.0,27.0,29.0,5
7,8,cross_original_matching,35.0,30.0,51.0,5
7,8,cross_probe_only_flipped,28.0,27.0,28.0,5
7,8,same_original_matching,279.0,256.0,288.0,5
7,8,same_probe_only_flipped,29.0,29.0,33.0,5
7,9,cross_original_matching,37.0,36.0,75.0,5
7,9,cross_probe_only_flipped,28.0,27.0,29.0,5
7,9,same_original_matching,269.0,258.0,290.0,5
7,9,same_probe_only_flipped,31.0,29.0,33.0,5
7,10,cross_original_matching,47.0,33.0,80.0,5
7,10,cross_probe_only_flipped,28.0,27.0,28.0,5
7,10,same_original_matching,301.0,272.0,334.0,5
7,10,same_probe_only_flipped,33.0,31.0,34.0,5
7,11,cross_original_matching,56.0,48.0,110.0,5
7,11,cross_probe_only_flipped,28.0,27.0,29.0,5
7,11,same_original_matching,281.0,268.0,296.0,5
7,11,same_probe_only_flipped,32.0,31.0,34.0,5
7,12,cross_original_matching,71.0,40.0,120.0,5
7,12,cross_probe_only_flipped,29.0,28.0,30.0,5
7,12,same_original_matching,293.0,277.0,303.0,5
7,12,same_probe_only_flipped,51.0,46.0,67.0,5
7,13,cross_original_matching,73.0,58.0,100.0,5
7,13,cross_probe_only_flipped,28.0,27.0,29.0,5
7,13,same_original_matching,334.0,324.0,367.0,5
7,13,same_probe_only_flipped,69.0,60.0,89.0,5
7,14,cross_original_matching,234.0,118.0,252.0,5
7,14,cross_probe_only_flipped,28.0,28.0,30.0,5
7,14,same_original_matching,344.0,330.0,364.0,5
7,14,same_probe_only_flipped,70.0,61.0,89.0,5
7,15,cross_original_matching,245.0,184.0,258.0,5
7,15,cross_probe_only_flipped,30.0,29.0,32.0,5
7,15,same_original_matching,354.0,329.0,426.0,5
7,15,same_probe_only_flipped,83.0,75.0,148.0,5
7,16,cross_original_matching,284.0,281.0,296.0,5
7,16,cross_probe_only_flipped,30.0,29.0,30.0,5
7,16,same_original_matching,382.0,352.0,402.0,5
7,16,same_probe_only_flipped,82.0,73.0,123.0,5
7,17,cross_original_matching,317.0,286.0,318.0,5
7,17,cross_probe_only_flipped,30.0,30.0,31.0,5
7,17,same_original_matching,401.0,390.0,475.0,5
7,17,same_probe_only_flipped,97.0,76.0,183.0,5
7,18,cross_original_matching,290.0,281.0,312.0,5
7,18,cross_probe_only_flipped,32.0,30.0,34.0,5
7,18,same_original_matching,518.0,406.0,567.0,5
7,18,same_probe_only_flipped,212.0,111.0,264.0,5
7,19,cross_original_matching,295.0,292.0,316.0,5
7,19,cross_probe_only_flipped,34.0,30.0,35.0,5
7,19,same_original_matching,538.0,418.0,570.0,5
7,19,same_probe_only_flipped,268.0,134.0,283.0,5
7,20,cross_original_matching,299.0,286.0,309.0,5
7,20,cross_probe_only_flipped,31.0,30.0,32.0,5
7,20,same_original_matching,539.0,522.0,560.0,5
7,20,same_probe_only_flipped,247.0,240.0,262.0,5
8,0,cross_original_matching,27.0,27.0,27.0,5
8,0,cross_probe_only_flipped,27.0,27.0,27.0,5
8,0,same_original_matching,29.0,28.0,29.0,5
8,0,same_probe_only_flipped,27.0,27.0,27.0,5
8,1,cross_original_matching,27.0,27.0,28.0,5
8,1,cross_probe_only_flipped,27.0,27.0,27.0,5
8,1,same_original_matching,29.0,28.0,30.0,5
8,1,same_probe_only_flipped,27.0,27.0,28.0,5
8,2,cross_original_matching,27.0,27.0,28.0,5
8,2,cross_probe_only_flipped,27.0,27.0,30.0,5
8,2,same_original_matching,29.0,28.0,46.0,5
8,2,same_probe_only_flipped,27.0,27.0,28.0,5
8,3,cross_original_matching,27.0,27.0,27.0,5
8,3,cross_probe_only_flipped,27.0,27.0,27.0,5
8,3,same_original_matching,48.0,47.0,50.0,5
8,3,same_probe_only_flipped,28.0,27.0,28.0,5
8,4,cross_original_matching,27.0,27.0,28.0,5
8,4,cross_probe_only_flipped,27.0,27.0,28.0,5
8,4,same_original_matching,58.0,50.0,61.0,5
8,4,same_probe_only_flipped,27.0,27.0,29.0,5
8,5,cross_original_matching,28.0,27.0,28.0,5
8,5,cross_probe_only_flipped,27.0,27.0,28.0,5
8,5,same_original_matching,53.0,49.0,56.0,5
8,5,same_probe_only_flipped,28.0,28.0,29.0,5
8,6,cross_original_matching,28.0,27.0,29.0,5
8,6,cross_probe_only_flipped,27.0,27.0,28.0,5
8,6,same_original_matching,60.0,57.0,80.0,5
8,6,same_probe_only_flipped,28.0,27.0,29.0,5
8,7,cross_original_matching,30.0,27.0,41.0,5
8,7,cross_probe_only_flipped,27.0,27.0,29.0,5
8,7,same_original_matching,259.0,235.0,281.0,5
8,7,same_probe_only_flipped,29.0,28.0,30.0,5
8,8,cross_original_matching,32.0,28.0,59.0,5
8,8,cross_probe_only_flipped,27.0,27.0,28.0,5
8,8,same_original_matching,284.0,267.0,306.0,5
8,8,same_probe_only_flipped,30.0,29.0,31.0,5
8,9,cross_original_matching,39.0,37.0,57.0,5
8,9,cross_probe_only_flipped,28.0,27.0,28.0,5
8,9,same_original_matching,279.0,270.0,288.0,5
8,9,same_probe_only_flipped,31.0,31.0,33.0,5
8,10,cross_original_matching,44.0,40.0,91.0,5
8,10,cross_probe_only_flipped,29.0,27.0,29.0,5
8,10,same_original_matching,278.0,268.0,307.0,5
8,10,same_probe_only_flipped,32.0,31.0,34.0,5
8,11,cross_original_matching,61.0,34.0,120.0,5
8,11,cross_probe_only_flipped,28.0,27.0,29.0,5
8,11,same_original_matching,292.0,267.0,305.0,5
8,11,same_probe_only_flipped,33.0,32.0,34.0,5
8,12,cross_original_matching,63.0,38.0,83.0,5
8,12,cross_probe_only_flipped,28.0,28.0,28.0,5
8,12,same_original_matching,291.0,279.0,309.0,5
8,12,same_probe_only_flipped,55.0,54.0,59.0,5
8,13,cross_original_matching,82.0,56.0,122.0,5
8,13,cross_probe_only_flipped,29.0,28.0,30.0,5
8,13,same_original_matching,337.0,328.0,359.0,5
8,13,same_probe_only_flipped,65.0,60.0,75.0,5
8,14,cross_original_matching,195.0,105.0,259.0,5
8,14,cross_probe_only_flipped,29.0,28.0,31.0,5
8,14,same_original_matching,343.0,320.0,377.0,5
8,14,same_probe_only_flipped,71.0,67.0,94.0,5
8,15,cross_original_matching,240.0,197.0,277.0,5
8,15,cross_probe_only_flipped,30.0,27.0,31.0,5
8,15,same_original_matching,357.0,349.0,420.0,5
8,15,same_probe_only_flipped,83.0,73.0,146.0,5
8,16,cross_original_matching,303.0,276.0,308.0,5
8,16,cross_probe_only_flipped,29.0,28.0,29.0,5
8,16,same_original_matching,365.0,354.0,420.0,5
8,16,same_probe_only_flipped,80.0,72.0,149.0,5
8,17,cross_original_matching,287.0,276.0,331.0,5
8,17,cross_probe_only_flipped,30.0,30.0,32.0,5
8,17,same_original_matching,366.0,350.0,489.0,5
8,17,same_probe_only_flipped,106.0,78.0,200.0,5
8,18,cross_original_matching,305.0,296.0,319.0,5
8,18,cross_probe_only_flipped,31.0,31.0,34.0,5
8,18,same_original_matching,516.0,380.0,560.0,5
8,18,same_probe_only_flipped,228.0,113.0,260.0,5
8,19,cross_original_matching,281.0,273.0,315.0,5
8,19,cross_probe_only_flipped,33.0,31.0,35.0,5
8,19,same_original_matching,541.0,405.0,591.0,5
8,19,same_probe_only_flipped,266.0,102.0,283.0,5
8,20,cross_original_matching,309.0,303.0,312.0,5
8,20,cross_probe_only_flipped,33.0,29.0,33.0,5
8,20,same_original_matching,535.0,528.0,562.0,5
8,20,same_probe_only_flipped,264.0,246.0,297.0,5
9,0,cross_original_matching,27.0,27.0,28.0,5
9,0,cross_probe_only_flipped,27.0,27.0,27.0,5
9,0,same_original_matching,29.0,28.0,32.0,5
9,0,same_probe_only_flipped,27.0,27.0,28.0,5
9,1,cross_original_matching,27.0,27.0,28.0,5
9,1,cross_probe_only_flipped,27.0,27.0,28.0,5
9,1,same_original_matching,30.0,28.0,33.0,5
9,1,same_probe_only_flipped,28.0,27.0,28.0,5
9,2,cross_original_matching,27.0,27.0,27.0,5
9,2,cross_probe_only_flipped,27.0,27.0,27.0,5
9,2,same_original_matching,31.0,28.0,45.0,5
9,2,same_probe_only_flipped,27.0,27.0,29.0,5
9,3,cross_original_matching,27.0,27.0,28.0,5
9,3,cross_probe_only_flipped,27.0,27.0,27.0,5
9,3,same_original_matching,48.0,48.0,50.0,5
9,3,same_probe_only_flipped,27.0,27.0,28.0,5
9,4,cross_original_matching,27.0,27.0,29.0,5
9,4,cross_probe_only_flipped,27.0,27.0,29.0,5
9,4,same_original_matching,52.0,51.0,56.0,5
9,4,same_probe_only_flipped,28.0,27.0,29.0,5
9,5,cross_original_matching,27.0,27.0,28.0,5
9,5,cross_probe_only_flipped,27.0,27.0,28.0,5
9,5,same_original_matching,56.0,54.0,57.0,5
9,5,same_probe_only_flipped,28.0,27.0,29.0,5
9,6,cross_original_matching,29.0,28.0,31.0,5
9,6,cross_probe_only_flipped,27.0,27.0,29.0,5
9,6,same_original_matching,80.0,65.0,95.0,5
9,6,same_probe_only_flipped,28.0,27.0,29.0,5
9,7,cross_original_matching,31.0,27.0,35.0,5
9,7,cross_probe_only_flipped,27.0,27.0,29.0,5
9,7,same_original_matching,266.0,259.0,292.0,5
9,7,same_probe_only_flipped,28.0,27.0,29.0,5
9,8,cross_original_matching,34.0,30.0,64.0,5
9,8,cross_probe_only_flipped,27.0,27.0,28.0,5
9,8,same_original_matching,290.0,283.0,303.0,5
9,8,same_probe_only_flipped,30.0,29.0,31.0,5
9,9,cross_original_matching,45.0,41.0,64.0,5
9,9,cross_probe_only_flipped,28.0,27.0,29.0,5
9,9,same_original_matching,285.0,282.0,313.0,5
9,9,same_probe_only_flipped,32.0,31.0,33.0,5
9,10,cross_original_matching,55.0,43.0,82.0,5
9,10,cross_probe_only_flipped,29.0,28.0,31.0,5
9,10,same_original_matching,279.0,262.0,290.0,5
9,10,same_probe_only_flipped,31.0,30.0,33.0,5
9,11,cross_original_matching,57.0,36.0,121.0,5
9,11,cross_probe_only_flipped,28.0,27.0,30.0,5
9,11,same_original_matching,286.0,269.0,312.0,5
9,11,same_probe_only_flipped,31.0,31.0,34.0,5
9,12,cross_original_matching,57.0,36.0,114.0,5
9,12,cross_probe_only_flipped,29.0,27.0,30.0,5
9,12,same_original_matching,298.0,289.0,304.0,5
9,12,same_probe_only_flipped,54.0,53.0,62.0,5
9,13,cross_original_matching,62.0,50.0,104.0,5
9,13,cross_probe_only_flipped,29.0,28.0,31.0,5
9,13,same_original_matching,348.0,326.0,362.0,5
9,13,same_probe_only_flipped,67.0,66.0,84.0,5
9,14,cross_original_matching,154.0,122.0,245.0,5
9,14,cross_probe_only_flipped,29.0,28.0,30.0,5
9,14,same_original_matching,356.0,325.0,362.0,5
9,14,same_probe_only_flipped,72.0,63.0,94.0,5
9,15,cross_original_matching,242.0,196.0,283.0,5
9,15,cross_probe_only_flipped,30.0,29.0,33.0,5
9,15,same_original_matching,354.0,343.0,426.0,5
9,15,same_probe_only_flipped,79.0,76.0,149.0,5
9,16,cross_original_matching,299.0,280.0,305.0,5
9,16,cross_probe_only_flipped,30.0,29.0,31.0,5
9,16,same_original_matching,365.0,347.0,409.0,5
9,16,same_probe_only_flipped,86.0,71.0,126.0,5
9,17,cross_original_matching,312.0,278.0,342.0,5
9,17,cross_probe_only_flipped,30.0,29.0,32.0,5
9,17,same_original_matching,396.0,361.0,504.0,5
9,17,same_probe_only_flipped,100.0,79.0,194.0,5
9,18,cross_original_matching,309.0,295.0,320.0,5
9,18,cross_probe_only_flipped,31.0,30.0,32.0,5
9,18,same_original_matching,528.0,406.0,562.0,5
9,18,same_probe_only_flipped,225.0,120.0,245.0,5
9,19,cross_original_matching,293.0,287.0,295.0,5
9,19,cross_probe_only_flipped,33.0,32.0,35.0,5
9,19,same_original_matching,539.0,399.0,555.0,5
9,19,same_probe_only_flipped,276.0,111.0,289.0,5
9,20,cross_original_matching,290.0,279.0,297.0,5
9,20,cross_probe_only_flipped,33.0,31.0,36.0,5
9,20,same_original_matching,547.0,499.0,570.0,5
9,20,same_probe_only_flipped,246.0,237.0,268.0,5
10,0,cross_original_matching,27.0,27.0,28.0,5
10,0,cross_probe_only_flipped,27.0,27.0,27.0,5
10,0,same_original_matching,28.0,28.0,31.0,5
10,0,same_probe_only_flipped,27.0,27.0,27.0,5
10,1,cross_original_matching,27.0,27.0,28.0,5
10,1,cross_probe_only_flipped,27.0,27.0,28.0,5
10,1,same_original_matching,29.0,28.0,31.0,5
10,1,same_probe_only_flipped,27.0,27.0,28.0,5
10,2,cross_original_matching,27.0,27.0,29.0,5
10,2,cross_probe_only_flipped,27.0,27.0,27.0,5
10,2,same_original_matching,29.0,28.0,32.0,5
10,2,same_probe_only_flipped,27.0,27.0,27.0,5
10,3,cross_original_matching,27.0,27.0,27.0,5
10,3,cross_probe_only_flipped,27.0,27.0,27.0,5
10,3,same_original_matching,49.0,48.0,51.0,5
10,3,same_probe_only_flipped,27.0,27.0,27.0,5
10,4,cross_original_matching,27.0,27.0,28.0,5
10,4,cross_probe_only_flipped,27.0,27.0,27.0,5
10,4,same_original_matching,53.0,51.0,55.0,5
10,4,same_probe_only_flipped,28.0,27.0,28.0,5
10,5,cross_original_matching,27.0,27.0,28.0,5
10,5,cross_probe_only_flipped,27.0,27.0,28.0,5
10,5,same_original_matching,51.0,49.0,55.0,5
10,5,same_probe_only_flipped,28.0,28.0,28.0,5
10,6,cross_original_matching,28.0,27.0,30.0,5
10,6,cross_probe_only_flipped,27.0,27.0,28.0,5
10,6,same_original_matching,74.0,53.0,88.0,5
10,6,same_probe_only_flipped,28.0,27.0,29.0,5
10,7,cross_original_matching,30.0,27.0,32.0,5
10,7,cross_probe_only_flipped,27.0,27.0,29.0,5
10,7,same_original_matching,257.0,251.0,270.0,5
10,7,same_probe_only_flipped,28.0,27.0,29.0,5
10,8,cross_original_matching,39.0,29.0,48.0,5
10,8,cross_probe_only_flipped,28.0,27.0,29.0,5
10,8,same_original_matching,287.0,272.0,313.0,5
10,8,same_probe_only_flipped,30.0,29.0,31.0,5
10,9,cross_original_matching,38.0,33.0,56.0,5
10,9,cross_probe_only_flipped,28.0,27.0,28.0,5
10,9,same_original_matching,278.0,270.0,294.0,5
10,9,same_probe_only_flipped,32.0,31.0,34.0,5
10,10,cross_original_matching,54.0,40.0,88.0,5
10,10,cross_probe_only_flipped,28.0,27.0,30.0,5
10,10,same_original_matching,278.0,269.0,286.0,5
10,10,same_probe_only_flipped,32.0,29.0,34.0,5
10,11,cross_original_matching,69.0,37.0,109.0,5
10,11,cross_probe_only_flipped,29.0,28.0,30.0,5
10,11,same_original_matching,287.0,272.0,291.0,5
10,11,same_probe_only_flipped,33.0,31.0,33.0,5
10,12,cross_original_matching,69.0,43.0,116.0,5
10,12,cross_probe_only_flipped,29.0,28.0,29.0,5
10,12,same_original_matching,306.0,292.0,311.0,5
10,12,same_probe_only_flipped,54.0,48.0,59.0,5
10,13,cross_original_matching,85.0,47.0,113.0,5
10,13,cross_probe_only_flipped,28.0,28.0,29.0,5
10,13,same_original_matching,338.0,336.0,352.0,5
10,13,same_probe_only_flipped,68.0,60.0,77.0,5
10,14,cross_original_matching,236.0,112.0,261.0,5
10,14,cross_probe_only_flipped,28.0,28.0,29.0,5
10,14,same_original_matching,346.0,314.0,379.0,5
10,14,same_probe_only_flipped,70.0,63.0,106.0,5
10,15,cross_original_matching,225.0,210.0,268.0,5
10,15,cross_probe_only_flipped,28.0,27.0,31.0,5
10,15,same_original_matching,362.0,344.0,431.0,5
10,15,same_probe_only_flipped,82.0,74.0,129.0,5
10,16,cross_original_matching,291.0,281.0,309.0,5
10,16,cross_probe_only_flipped,29.0,29.0,31.0,5
10,16,same_original_matching,346.0,339.0,424.0,5
10,16,same_probe_only_flipped,88.0,72.0,124.0,5
10,17,cross_original_matching,298.0,287.0,338.0,5
10,17,cross_probe_only_flipped,31.0,31.0,32.0,5
10,17,same_original_matching,399.0,357.0,459.0,5
10,17,same_probe_only_flipped,106.0,77.0,183.0,5
10,18,cross_original_matching,289.0,275.0,312.0,5
10,18,cross_probe_only_flipped,31.0,31.0,32.0,5
10,18,same_original_matching,515.0,392.0,537.0,5
10,18,same_probe_only_flipped,220.0,125.0,242.0,5
10,19,cross_original_matching,291.0,282.0,303.0,5
10,19,cross_probe_only_flipped,33.0,32.0,36.0,5
10,19,same_original_matching,545.0,415.0,565.0,5
10,19,same_probe_only_flipped,264.0,144.0,277.0,5
10,20,cross_original_matching,314.0,300.0,329.0,5
10,20,cross_probe_only_flipped,34.0,30.0,35.0,5
10,20,same_original_matching,517.0,511.0,536.0,5
10,20,same_probe_only_flipped,241.0,228.0,247.0,5
11,0,cross_original_matching,27.0,27.0,29.0,5
11,0,cross_probe_only_flipped,29.0,27.0,29.0,5
11,0,same_original_matching,29.0,28.0,30.0,5
11,0,same_probe_only_flipped,27.0,27.0,27.0,5
11,1,cross_original_matching,27.0,27.0,27.0,5
11,1,cross_probe_only_flipped,29.0,29.0,29.0,5
11,1,same_original_matching,30.0,29.0,30.0,5
11,1,same_probe_only_flipped,28.0,27.0,28.0,5
11,2,cross_original_matching,27.0,27.0,27.0,5
11,2,cross_probe_only_flipped,30.0,29.0,30.0,5
11,2,same_original_matching,30.0,28.0,31.0,5
11,2,same_probe_only_flipped,27.0,27.0,28.0,5
11,3,cross_original_matching,27.0,27.0,27.0,5
11,3,cross_probe_only_flipped,29.0,28.0,30.0,5
11,3,same_original_matching,48.0,48.0,49.0,5
11,3,same_probe_only_flipped,28.0,27.0,28.0,5
11,4,cross_original_matching,27.0,27.0,29.0,5
11,4,cross_probe_only_flipped,29.0,28.0,29.0,5
11,4,same_original_matching,52.0,50.0,61.0,5
11,4,same_probe_only_flipped,28.0,27.0,29.0,5
11,5,cross_original_matching,28.0,27.0,28.0,5
11,5,cross_probe_only_flipped,29.0,29.0,31.0,5
11,5,same_original_matching,55.0,52.0,65.0,5
11,5,same_probe_only_flipped,28.0,28.0,31.0,5
11,6,cross_original_matching,28.0,28.0,29.0,5
11,6,cross_probe_only_flipped,31.0,29.0,32.0,5
11,6,same_original_matching,75.0,63.0,80.0,5
11,6,same_probe_only_flipped,28.0,28.0,30.0,5
11,7,cross_original_matching,33.0,27.0,37.0,5
11,7,cross_probe_only_flipped,30.0,29.0,30.0,5
11,7,same_original_matching,276.0,255.0,282.0,5
11,7,same_probe_only_flipped,29.0,27.0,31.0,5
11,8,cross_original_matching,38.0,32.0,55.0,5
11,8,cross_probe_only_flipped,31.0,30.0,32.0,5
11,8,same_original_matching,286.0,279.0,296.0,5
11,8,same_probe_only_flipped,31.0,29.0,33.0,5
11,9,cross_original_matching,50.0,30.0,79.0,5
11,9,cross_probe_only_flipped,32.0,31.0,33.0,5
11,9,same_original_matching,286.0,267.0,298.0,5
11,9,same_probe_only_flipped,31.0,30.0,33.0,5
11,10,cross_original_matching,63.0,40.0,81.0,5
11,10,cross_probe_only_flipped,32.0,31.0,34.0,5
11,10,same_original_matching,280.0,271.0,298.0,5
11,10,same_probe_only_flipped,33.0,31.0,34.0,5
11,11,cross_original_matching,53.0,38.0,110.0,5
11,11,cross_probe_only_flipped,31.0,30.0,33.0,5
11,11,same_original_matching,270.0,261.0,292.0,5
11,11,same_probe_only_flipped,32.0,31.0,34.0,5
11,12,cross_original_matching,79.0,43.0,128.0,5
11,12,cross_probe_only_flipped,32.0,31.0,33.0,5
11,12,same_original_matching,305.0,290.0,314.0,5
11,12,same_probe_only_flipped,53.0,50.0,62.0,5
11,13,cross_original_matching,63.0,45.0,126.0,5
11,13,cross_probe_only_flipped,31.0,29.0,32.0,5
11,13,same_original_matching,332.0,316.0,371.0,5
11,13,same_probe_only_flipped,70.0,60.0,91.0,5
11,14,cross_original_matching,183.0,103.0,247.0,5
11,14,cross_probe_only_flipped,32.0,32.0,34.0,5
11,14,same_original_matching,348.0,321.0,355.0,5
11,14,same_probe_only_flipped,69.0,65.0,95.0,5
11,15,cross_original_matching,242.0,215.0,282.0,5
11,15,cross_probe_only_flipped,32.0,31.0,35.0,5
11,15,same_original_matching,355.0,346.0,455.0,5
11,15,same_probe_only_flipped,82.0,72.0,142.0,5
11,16,cross_original_matching,294.0,271.0,312.0,5
11,16,cross_probe_only_flipped,34.0,32.0,34.0,5
11,16,same_original_matching,370.0,337.0,429.0,5
11,16,same_probe_only_flipped,81.0,75.0,117.0,5
11,17,cross_original_matching,301.0,279.0,314.0,5
11,17,cross_probe_only_flipped,34.0,34.0,37.0,5
11,17,same_original_matching,383.0,362.0,502.0,5
11,17,same_probe_only_flipped,96.0,83.0,202.0,5
11,18,cross_original_matching,281.0,273.0,310.0,5
11,18,cross_probe_only_flipped,37.0,35.0,37.0,5
11,18,same_original_matching,521.0,400.0,566.0,5
11,18,same_probe_only_flipped,240.0,111.0,254.0,5
11,19,cross_original_matching,298.0,284.0,300.0,5
11,19,cross_probe_only_flipped,35.0,32.0,36.0,5
11,19,same_original_matching,514.0,427.0,551.0,5
11,19,same_probe_only_flipped,237.0,114.0,273.0,5
11,20,cross_original_matching,285.0,284.0,318.0,5
11,20,cross_probe_only_flipped,36.0,32.0,38.0,5
