bit,stimulus_items,variant,median_mean_cycles,min_mean_cycles,max_mean_cycles,passes
11,20,same_original_matching,547.0,504.0,557.0,5
11,20,same_probe_only_flipped,256.0,219.0,295.0,5
12,0,cross_original_matching,27.0,27.0,28.0,5
12,0,cross_probe_only_flipped,27.0,27.0,28.0,5
12,0,same_original_matching,29.0,28.0,29.0,5
12,0,same_probe_only_flipped,27.0,27.0,27.0,5
12,1,cross_original_matching,27.0,27.0,28.0,5
12,1,cross_probe_only_flipped,27.0,27.0,28.0,5
12,1,same_original_matching,30.0,28.0,34.0,5
12,1,same_probe_only_flipped,28.0,27.0,28.0,5
12,2,cross_original_matching,27.0,27.0,29.0,5
12,2,cross_probe_only_flipped,27.0,27.0,30.0,5
12,2,same_original_matching,30.0,29.0,34.0,5
12,2,same_probe_only_flipped,28.0,28.0,33.0,5
12,3,cross_original_matching,27.0,27.0,27.0,5
12,3,cross_probe_only_flipped,27.0,27.0,27.0,5
12,3,same_original_matching,51.0,48.0,51.0,5
12,3,same_probe_only_flipped,28.0,27.0,28.0,5
12,4,cross_original_matching,27.0,27.0,28.0,5
12,4,cross_probe_only_flipped,27.0,27.0,27.0,5
12,4,same_original_matching,53.0,50.0,57.0,5
12,4,same_probe_only_flipped,27.0,27.0,28.0,5
12,5,cross_original_matching,28.0,27.0,28.0,5
12,5,cross_probe_only_flipped,27.0,27.0,28.0,5
12,5,same_original_matching,51.0,50.0,56.0,5
12,5,same_probe_only_flipped,28.0,28.0,29.0,5
12,6,cross_original_matching,28.0,28.0,31.0,5
12,6,cross_probe_only_flipped,27.0,27.0,28.0,5
12,6,same_original_matching,72.0,60.0,101.0,5
12,6,same_probe_only_flipped,29.0,28.0,29.0,5
12,7,cross_original_matching,31.0,29.0,39.0,5
12,7,cross_probe_only_flipped,28.0,27.0,28.0,5
12,7,same_original_matching,264.0,249.0,283.0,5
12,7,same_probe_only_flipped,28.0,27.0,29.0,5
12,8,cross_original_matching,38.0,33.0,54.0,5
12,8,cross_probe_only_flipped,27.0,27.0,28.0,5
12,8,same_original_matching,280.0,270.0,299.0,5
12,8,same_probe_only_flipped,30.0,28.0,31.0,5
12,9,cross_original_matching,42.0,33.0,74.0,5
12,9,cross_probe_only_flipped,28.0,27.0,29.0,5
12,9,same_original_matching,289.0,286.0,314.0,5
12,9,same_probe_only_flipped,31.0,30.0,32.0,5
12,10,cross_original_matching,50.0,33.0,96.0,5
12,10,cross_probe_only_flipped,29.0,28.0,30.0,5
12,10,same_original_matching,276.0,265.0,296.0,5
12,10,same_probe_only_flipped,32.0,30.0,34.0,5
12,11,cross_original_matching,68.0,34.0,109.0,5
12,11,cross_probe_only_flipped,28.0,27.0,29.0,5
12,11,same_original_matching,297.0,271.0,305.0,5
12,11,same_probe_only_flipped,33.0,32.0,34.0,5
12,12,cross_original_matching,72.0,36.0,118.0,5
12,12,cross_probe_only_flipped,28.0,27.0,29.0,5
12,12,same_original_matching,320.0,296.0,336.0,5
12,12,same_probe_only_flipped,34.0,32.0,35.0,5
12,13,cross_original_matching,63.0,58.0,127.0,5
12,13,cross_probe_only_flipped,28.0,28.0,29.0,5
12,13,same_original_matching,325.0,321.0,347.0,5
12,13,same_probe_only_flipped,36.0,34.0,41.0,5
12,14,cross_original_matching,189.0,131.0,256.0,5
12,14,cross_probe_only_flipped,29.0,28.0,29.0,5
12,14,same_original_matching,351.0,336.0,368.0,5
12,14,same_probe_only_flipped,38.0,36.0,39.0,5
12,15,cross_original_matching,244.0,220.0,267.0,5
12,15,cross_probe_only_flipped,28.0,27.0,32.0,5
12,15,same_original_matching,350.0,344.0,435.0,5
12,15,same_probe_only_flipped,38.0,34.0,40.0,5
12,16,cross_original_matching,301.0,295.0,307.0,5
12,16,cross_probe_only_flipped,30.0,29.0,31.0,5
12,16,same_original_matching,359.0,331.0,410.0,5
12,16,same_probe_only_flipped,38.0,34.0,39.0,5
12,17,cross_original_matching,304.0,289.0,308.0,5
12,17,cross_probe_only_flipped,31.0,30.0,33.0,5
12,17,same_original_matching,362.0,342.0,447.0,5
12,17,same_probe_only_flipped,39.0,39.0,40.0,5
12,18,cross_original_matching,294.0,288.0,320.0,5
12,18,cross_probe_only_flipped,31.0,29.0,32.0,5
12,18,same_original_matching,498.0,357.0,522.0,5
12,18,same_probe_only_flipped,40.0,40.0,43.0,5
12,19,cross_original_matching,294.0,278.0,313.0,5
12,19,cross_probe_only_flipped,33.0,32.0,35.0,5
12,19,same_original_matching,510.0,376.0,534.0,5
12,19,same_probe_only_flipped,41.0,38.0,45.0,5
12,20,cross_original_matching,309.0,289.0,322.0,5
12,20,cross_probe_only_flipped,33.0,32.0,35.0,5
12,20,same_original_matching,523.0,495.0,534.0,5
12,20,same_probe_only_flipped,43.0,42.0,45.0,5
13,0,cross_original_matching,27.0,27.0,27.0,5
13,0,cross_probe_only_flipped,27.0,27.0,27.0,5
13,0,same_original_matching,29.0,27.0,30.0,5
13,0,same_probe_only_flipped,27.0,27.0,28.0,5
13,1,cross_original_matching,27.0,27.0,29.0,5
13,1,cross_probe_only_flipped,27.0,27.0,28.0,5
13,1,same_original_matching,29.0,28.0,30.0,5
13,1,same_probe_only_flipped,27.0,27.0,28.0,5
13,2,cross_original_matching,27.0,27.0,28.0,5
13,2,cross_probe_only_flipped,27.0,27.0,28.0,5
13,2,same_original_matching,29.0,29.0,35.0,5
13,2,same_probe_only_flipped,45.0,43.0,48.0,5
13,3,cross_original_matching,27.0,27.0,28.0,5
13,3,cross_probe_only_flipped,27.0,27.0,28.0,5
13,3,same_original_matching,48.0,48.0,50.0,5
13,3,same_probe_only_flipped,52.0,52.0,57.0,5
13,4,cross_original_matching,27.0,27.0,28.0,5
13,4,cross_probe_only_flipped,27.0,27.0,28.0,5
13,4,same_original_matching,52.0,51.0,56.0,5
13,4,same_probe_only_flipped,54.0,53.0,57.0,5
13,5,cross_original_matching,28.0,27.0,29.0,5
13,5,cross_probe_only_flipped,27.0,27.0,28.0,5
13,5,same_original_matching,56.0,54.0,62.0,5
13,5,same_probe_only_flipped,48.0,47.0,50.0,5
13,6,cross_original_matching,28.0,27.0,31.0,5
13,6,cross_probe_only_flipped,27.0,27.0,28.0,5
13,6,same_original_matching,65.0,60.0,96.0,5
13,6,same_probe_only_flipped,47.0,47.0,48.0,5
13,7,cross_original_matching,29.0,28.0,42.0,5
13,7,cross_probe_only_flipped,27.0,27.0,28.0,5
13,7,same_original_matching,269.0,256.0,292.0,5
13,7,same_probe_only_flipped,48.0,48.0,49.0,5
13,8,cross_original_matching,31.0,28.0,51.0,5
13,8,cross_probe_only_flipped,28.0,27.0,28.0,5
13,8,same_original_matching,276.0,271.0,310.0,5
13,8,same_probe_only_flipped,49.0,48.0,49.0,5
13,9,cross_original_matching,42.0,36.0,59.0,5
13,9,cross_probe_only_flipped,28.0,28.0,29.0,5
13,9,same_original_matching,286.0,267.0,297.0,5
13,9,same_probe_only_flipped,49.0,47.0,50.0,5
13,10,cross_original_matching,58.0,41.0,86.0,5
13,10,cross_probe_only_flipped,28.0,27.0,29.0,5
13,10,same_original_matching,276.0,272.0,322.0,5
13,10,same_probe_only_flipped,50.0,49.0,51.0,5
13,11,cross_original_matching,62.0,35.0,105.0,5
13,11,cross_probe_only_flipped,28.0,28.0,29.0,5
13,11,same_original_matching,293.0,272.0,304.0,5
13,11,same_probe_only_flipped,51.0,49.0,51.0,5
13,12,cross_original_matching,65.0,44.0,99.0,5
13,12,cross_probe_only_flipped,29.0,28.0,29.0,5
13,12,same_original_matching,310.0,292.0,338.0,5
13,12,same_probe_only_flipped,56.0,56.0,57.0,5
13,13,cross_original_matching,67.0,46.0,125.0,5
13,13,cross_probe_only_flipped,28.0,27.0,32.0,5
13,13,same_original_matching,329.0,317.0,347.0,5
13,13,same_probe_only_flipped,61.0,60.0,62.0,5
13,14,cross_original_matching,178.0,104.0,234.0,5
13,14,cross_probe_only_flipped,29.0,28.0,29.0,5
13,14,same_original_matching,355.0,329.0,369.0,5
13,14,same_probe_only_flipped,61.0,60.0,62.0,5
13,15,cross_original_matching,259.0,210.0,289.0,5
13,15,cross_probe_only_flipped,30.0,27.0,32.0,5
13,15,same_original_matching,376.0,336.0,402.0,5
13,15,same_probe_only_flipped,61.0,59.0,64.0,5
13,16,cross_original_matching,290.0,278.0,310.0,5
13,16,cross_probe_only_flipped,30.0,28.0,30.0,5
13,16,same_original_matching,380.0,340.0,409.0,5
13,16,same_probe_only_flipped,61.0,60.0,62.0,5
13,17,cross_original_matching,297.0,283.0,320.0,5
13,17,cross_probe_only_flipped,31.0,30.0,32.0,5
13,17,same_original_matching,367.0,358.0,456.0,5
13,17,same_probe_only_flipped,62.0,62.0,63.0,5
13,18,cross_original_matching,295.0,282.0,307.0,5
13,18,cross_probe_only_flipped,32.0,31.0,35.0,5
13,18,same_original_matching,488.0,361.0,519.0,5
13,18,same_probe_only_flipped,64.0,64.0,66.0,5
13,19,cross_original_matching,289.0,283.0,310.0,5
13,19,cross_probe_only_flipped,32.0,30.0,35.0,5
13,19,same_original_matching,501.0,397.0,534.0,5
13,19,same_probe_only_flipped,64.0,63.0,65.0,5
13,20,cross_original_matching,302.0,295.0,313.0,5
13,20,cross_probe_only_flipped,32.0,31.0,34.0,5
13,20,same_original_matching,512.0,505.0,531.0,5
13,20,same_probe_only_flipped,65.0,64.0,66.0,5
14,0,cross_original_matching,27.0,27.0,27.0,5
14,0,cross_probe_only_flipped,27.0,27.0,32.0,5
14,0,same_original_matching,28.0,27.0,29.0,5
14,0,same_probe_only_flipped,27.0,27.0,28.0,5
14,1,cross_original_matching,27.0,27.0,28.0,5
14,1,cross_probe_only_flipped,27.0,27.0,27.0,5
14,1,same_original_matching,30.0,29.0,31.0,5
14,1,same_probe_only_flipped,28.0,27.0,28.0,5
14,2,cross_original_matching,27.0,27.0,28.0,5
14,2,cross_probe_only_flipped,27.0,27.0,27.0,5
14,2,same_original_matching,29.0,29.0,31.0,5
14,2,same_probe_only_flipped,45.0,42.0,47.0,5
14,3,cross_original_matching,27.0,27.0,27.0,5
14,3,cross_probe_only_flipped,27.0,27.0,27.0,5
14,3,same_original_matching,50.0,47.0,52.0,5
14,3,same_probe_only_flipped,52.0,51.0,53.0,5
14,4,cross_original_matching,27.0,27.0,29.0,5
14,4,cross_probe_only_flipped,27.0,27.0,28.0,5
14,4,same_original_matching,52.0,50.0,60.0,5
14,4,same_probe_only_flipped,52.0,52.0,54.0,5
14,5,cross_original_matching,28.0,27.0,28.0,5
14,5,cross_probe_only_flipped,27.0,27.0,28.0,5
14,5,same_original_matching,54.0,53.0,55.0,5
14,5,same_probe_only_flipped,48.0,47.0,49.0,5
14,6,cross_original_matching,27.0,27.0,31.0,5
14,6,cross_probe_only_flipped,27.0,27.0,28.0,5
14,6,same_original_matching,74.0,55.0,114.0,5
14,6,same_probe_only_flipped,48.0,47.0,48.0,5
14,7,cross_original_matching,30.0,29.0,35.0,5
14,7,cross_probe_only_flipped,28.0,27.0,28.0,5
14,7,same_original_matching,257.0,246.0,280.0,5
14,7,same_probe_only_flipped,48.0,47.0,48.0,5
14,8,cross_original_matching,34.0,33.0,54.0,5
14,8,cross_probe_only_flipped,27.0,27.0,28.0,5
14,8,same_original_matching,274.0,259.0,292.0,5
14,8,same_probe_only_flipped,49.0,48.0,50.0,5
14,9,cross_original_matching,38.0,34.0,58.0,5
14,9,cross_probe_only_flipped,28.0,27.0,29.0,5
14,9,same_original_matching,278.0,273.0,300.0,5
14,9,same_probe_only_flipped,49.0,48.0,49.0,5
14,10,cross_original_matching,53.0,40.0,82.0,5
14,10,cross_probe_only_flipped,28.0,27.0,31.0,5
14,10,same_original_matching,279.0,271.0,288.0,5
14,10,same_probe_only_flipped,50.0,48.0,50.0,5
14,11,cross_original_matching,57.0,42.0,93.0,5
14,11,cross_probe_only_flipped,28.0,27.0,28.0,5
14,11,same_original_matching,291.0,259.0,304.0,5
14,11,same_probe_only_flipped,50.0,49.0,51.0,5
14,12,cross_original_matching,73.0,53.0,114.0,5
14,12,cross_probe_only_flipped,28.0,28.0,29.0,5
14,12,same_original_matching,297.0,288.0,323.0,5
14,12,same_probe_only_flipped,55.0,54.0,56.0,5
14,13,cross_original_matching,68.0,55.0,129.0,5
14,13,cross_probe_only_flipped,29.0,28.0,30.0,5
14,13,same_original_matching,334.0,318.0,338.0,5
14,13,same_probe_only_flipped,60.0,59.0,63.0,5
14,14,cross_original_matching,191.0,103.0,258.0,5
14,14,cross_probe_only_flipped,28.0,27.0,30.0,5
14,14,same_original_matching,336.0,331.0,378.0,5
14,14,same_probe_only_flipped,60.0,60.0,61.0,5
14,15,cross_original_matching,220.0,205.0,281.0,5
14,15,cross_probe_only_flipped,28.0,27.0,29.0,5
14,15,same_original_matching,341.0,339.0,399.0,5
14,15,same_probe_only_flipped,60.0,60.0,62.0,5
14,16,cross_original_matching,295.0,287.0,324.0,5
14,16,cross_probe_only_flipped,30.0,28.0,33.0,5
14,16,same_original_matching,362.0,349.0,395.0,5
14,16,same_probe_only_flipped,61.0,61.0,62.0,5
14,17,cross_original_matching,299.0,286.0,309.0,5
14,17,cross_probe_only_flipped,31.0,30.0,34.0,5
14,17,same_original_matching,378.0,343.0,443.0,5
14,17,same_probe_only_flipped,62.0,62.0,63.0,5
14,18,cross_original_matching,298.0,282.0,302.0,5
14,18,cross_probe_only_flipped,31.0,29.0,32.0,5
14,18,same_original_matching,469.0,374.0,513.0,5
14,18,same_probe_only_flipped,62.0,61.0,64.0,5
14,19,cross_original_matching,301.0,283.0,313.0,5
14,19,cross_probe_only_flipped,33.0,31.0,34.0,5
14,19,same_original_matching,509.0,379.0,515.0,5
14,19,same_probe_only_flipped,64.0,64.0,67.0,5
14,20,cross_original_matching,298.0,287.0,303.0,5
14,20,cross_probe_only_flipped,32.0,29.0,33.0,5
14,20,same_original_matching,483.0,479.0,491.0,5
14,20,same_probe_only_flipped,64.0,63.0,64.0,5
15,0,cross_original_matching,27.0,27.0,27.0,5
15,0,cross_probe_only_flipped,27.0,27.0,30.0,5
15,0,same_original_matching,28.0,27.0,29.0,5
15,0,same_probe_only_flipped,27.0,27.0,27.0,5
15,1,cross_original_matching,27.0,27.0,30.0,5
15,1,cross_probe_only_flipped,27.0,27.0,27.0,5
15,1,same_original_matching,28.0,27.0,30.0,5
15,1,same_probe_only_flipped,27.0,27.0,28.0,5
15,2,cross_original_matching,27.0,27.0,27.0,5
15,2,cross_probe_only_flipped,27.0,27.0,28.0,5
15,2,same_original_matching,30.0,28.0,43.0,5
15,2,same_probe_only_flipped,46.0,44.0,49.0,5
15,3,cross_original_matching,27.0,27.0,27.0,5
15,3,cross_probe_only_flipped,27.0,27.0,27.0,5
15,3,same_original_matching,48.0,48.0,57.0,5
15,3,same_probe_only_flipped,53.0,52.0,60.0,5
15,4,cross_original_matching,27.0,27.0,28.0,5
15,4,cross_probe_only_flipped,27.0,27.0,28.0,5
15,4,same_original_matching,51.0,50.0,53.0,5
15,4,same_probe_only_flipped,54.0,52.0,59.0,5
15,5,cross_original_matching,28.0,27.0,28.0,5
15,5,cross_probe_only_flipped,27.0,27.0,27.0,5
15,5,same_original_matching,52.0,51.0,59.0,5
15,5,same_probe_only_flipped,61.0,49.0,67.0,5
15,6,cross_original_matching,28.0,27.0,31.0,5
15,6,cross_probe_only_flipped,27.0,27.0,28.0,5
15,6,same_original_matching,70.0,62.0,95.0,5
15,6,same_probe_only_flipped,137.0,127.0,152.0,5
15,7,cross_original_matching,34.0,27.0,34.0,5
15,7,cross_probe_only_flipped,27.0,27.0,28.0,5
15,7,same_original_matching,267.0,254.0,273.0,5
15,7,same_probe_only_flipped,256.0,246.0,268.0,5
15,8,cross_original_matching,33.0,32.0,41.0,5
15,8,cross_probe_only_flipped,27.0,27.0,28.0,5
15,8,same_original_matching,292.0,280.0,302.0,5
15,8,same_probe_only_flipped,291.0,277.0,304.0,5
15,9,cross_original_matching,46.0,39.0,71.0,5
15,9,cross_probe_only_flipped,28.0,27.0,28.0,5
15,9,same_original_matching,276.0,261.0,310.0,5
15,9,same_probe_only_flipped,300.0,272.0,306.0,5
15,10,cross_original_matching,63.0,39.0,84.0,5
15,10,cross_probe_only_flipped,28.0,27.0,29.0,5
15,10,same_original_matching,289.0,258.0,295.0,5
15,10,same_probe_only_flipped,282.0,269.0,296.0,5
15,11,cross_original_matching,61.0,40.0,103.0,5
15,11,cross_probe_only_flipped,28.0,27.0,29.0,5
15,11,same_original_matching,293.0,272.0,297.0,5
15,11,same_probe_only_flipped,290.0,273.0,308.0,5
15,12,cross_original_matching,93.0,38.0,95.0,5
15,12,cross_probe_only_flipped,28.0,28.0,31.0,5
15,12,same_original_matching,305.0,294.0,312.0,5
15,12,same_probe_only_flipped,294.0,292.0,306.0,5
15,13,cross_original_matching,80.0,44.0,141.0,5
15,13,cross_probe_only_flipped,28.0,28.0,29.0,5
15,13,same_original_matching,325.0,323.0,343.0,5
15,13,same_probe_only_flipped,305.0,298.0,329.0,5
15,14,cross_original_matching,182.0,118.0,241.0,5
15,14,cross_probe_only_flipped,28.0,28.0,30.0,5
15,14,same_original_matching,347.0,323.0,364.0,5
15,14,same_probe_only_flipped,297.0,290.0,322.0,5
15,15,cross_original_matching,247.0,228.0,280.0,5
15,15,cross_probe_only_flipped,28.0,27.0,29.0,5
15,15,same_original_matching,363.0,354.0,433.0,5
15,15,same_probe_only_flipped,299.0,288.0,312.0,5
15,16,cross_original_matching,294.0,280.0,317.0,5
15,16,cross_probe_only_flipped,29.0,29.0,32.0,5
15,16,same_original_matching,364.0,353.0,386.0,5
15,16,same_probe_only_flipped,304.0,295.0,311.0,5
15,17,cross_original_matching,300.0,285.0,319.0,5
15,17,cross_probe_only_flipped,31.0,29.0,32.0,5
15,17,same_original_matching,374.0,344.0,442.0,5
15,17,same_probe_only_flipped,312.0,295.0,326.0,5
15,18,cross_original_matching,294.0,283.0,312.0,5
15,18,cross_probe_only_flipped,30.0,30.0,32.0,5
15,18,same_original_matching,485.0,372.0,510.0,5
15,18,same_probe_only_flipped,298.0,291.0,320.0,5
15,19,cross_original_matching,289.0,272.0,329.0,5
15,19,cross_probe_only_flipped,33.0,31.0,34.0,5
15,19,same_original_matching,505.0,381.0,523.0,5
15,19,same_probe_only_flipped,296.0,293.0,329.0,5
15,20,cross_original_matching,302.0,287.0,314.0,5
15,20,cross_probe_only_flipped,32.0,31.0,33.0,5
15,20,same_original_matching,518.0,502.0,539.0,5
15,20,same_probe_only_flipped,294.0,289.0,305.0,5
16,0,cross_original_matching,27.0,27.0,27.0,5
16,0,cross_probe_only_flipped,27.0,27.0,27.0,5
16,0,same_original_matching,28.0,28.0,29.0,5
16,0,same_probe_only_flipped,27.0,27.0,28.0,5
16,1,cross_original_matching,28.0,27.0,28.0,5
16,1,cross_probe_only_flipped,27.0,27.0,27.0,5
16,1,same_original_matching,30.0,29.0,31.0,5
16,1,same_probe_only_flipped,27.0,27.0,28.0,5
16,2,cross_original_matching,27.0,27.0,27.0,5
16,2,cross_probe_only_flipped,27.0,27.0,28.0,5
16,2,same_original_matching,31.0,29.0,41.0,5
16,2,same_probe_only_flipped,46.0,44.0,50.0,5
16,3,cross_original_matching,27.0,27.0,28.0,5
16,3,cross_probe_only_flipped,27.0,27.0,28.0,5
16,3,same_original_matching,48.0,48.0,48.0,5
16,3,same_probe_only_flipped,53.0,52.0,54.0,5
16,4,cross_original_matching,27.0,27.0,27.0,5
16,4,cross_probe_only_flipped,27.0,27.0,28.0,5
16,4,same_original_matching,52.0,49.0,55.0,5
16,4,same_probe_only_flipped,57.0,53.0,67.0,5
16,5,cross_original_matching,27.0,27.0,28.0,5
16,5,cross_probe_only_flipped,27.0,27.0,28.0,5
16,5,same_original_matching,56.0,48.0,58.0,5
16,5,same_probe_only_flipped,55.0,48.0,60.0,5
16,6,cross_original_matching,29.0,27.0,31.0,5
16,6,cross_probe_only_flipped,27.0,27.0,28.0,5
16,6,same_original_matching,82.0,75.0,93.0,5
16,6,same_probe_only_flipped,158.0,141.0,178.0,5
16,7,cross_original_matching,34.0,30.0,39.0,5
16,7,cross_probe_only_flipped,27.0,27.0,28.0,5
16,7,same_original_matching,258.0,245.0,279.0,5
16,7,same_probe_only_flipped,268.0,250.0,287.0,5
16,8,cross_original_matching,31.0,30.0,55.0,5
16,8,cross_probe_only_flipped,27.0,27.0,28.0,5
16,8,same_original_matching,288.0,269.0,292.0,5
16,8,same_probe_only_flipped,303.0,270.0,314.0,5
16,9,cross_original_matching,40.0,37.0,70.0,5
16,9,cross_probe_only_flipped,28.0,27.0,29.0,5
16,9,same_original_matching,291.0,274.0,292.0,5
16,9,same_probe_only_flipped,289.0,275.0,301.0,5
16,10,cross_original_matching,45.0,43.0,78.0,5
16,10,cross_probe_only_flipped,28.0,27.0,29.0,5
16,10,same_original_matching,280.0,276.0,293.0,5
16,10,same_probe_only_flipped,294.0,283.0,305.0,5
16,11,cross_original_matching,57.0,51.0,101.0,5
16,11,cross_probe_only_flipped,29.0,28.0,29.0,5
16,11,same_original_matching,272.0,267.0,295.0,5
16,11,same_probe_only_flipped,291.0,276.0,312.0,5
16,12,cross_original_matching,71.0,39.0,89.0,5
16,12,cross_probe_only_flipped,28.0,27.0,29.0,5
16,12,same_original_matching,316.0,284.0,335.0,5
16,12,same_probe_only_flipped,289.0,280.0,304.0,5
16,13,cross_original_matching,61.0,45.0,118.0,5
16,13,cross_probe_only_flipped,29.0,28.0,32.0,5
16,13,same_original_matching,325.0,315.0,354.0,5
16,13,same_probe_only_flipped,290.0,284.0,322.0,5
16,14,cross_original_matching,225.0,98.0,276.0,5
16,14,cross_probe_only_flipped,30.0,29.0,30.0,5
16,14,same_original_matching,350.0,320.0,382.0,5
16,14,same_probe_only_flipped,292.0,286.0,305.0,5
16,15,cross_original_matching,252.0,215.0,273.0,5
16,15,cross_probe_only_flipped,29.0,28.0,35.0,5
16,15,same_original_matching,353.0,338.0,418.0,5
16,15,same_probe_only_flipped,299.0,286.0,316.0,5
16,16,cross_original_matching,298.0,298.0,323.0,5
16,16,cross_probe_only_flipped,30.0,29.0,31.0,5
16,16,same_original_matching,365.0,332.0,398.0,5
16,16,same_probe_only_flipped,306.0,287.0,318.0,5
16,17,cross_original_matching,290.0,275.0,316.0,5
16,17,cross_probe_only_flipped,30.0,29.0,32.0,5
16,17,same_original_matching,381.0,336.0,485.0,5
16,17,same_probe_only_flipped,313.0,283.0,327.0,5
16,18,cross_original_matching,295.0,294.0,322.0,5
16,18,cross_probe_only_flipped,31.0,30.0,32.0,5
16,18,same_original_matching,503.0,387.0,532.0,5
16,18,same_probe_only_flipped,297.0,295.0,308.0,5
16,19,cross_original_matching,288.0,283.0,306.0,5
16,19,cross_probe_only_flipped,33.0,30.0,38.0,5
16,19,same_original_matching,512.0,358.0,557.0,5
16,19,same_probe_only_flipped,313.0,291.0,320.0,5
16,20,cross_original_matching,295.0,282.0,309.0,5
16,20,cross_probe_only_flipped,32.0,29.0,33.0,5
16,20,same_original_matching,492.0,475.0,519.0,5
16,20,same_probe_only_flipped,298.0,284.0,320.0,5
17,0,cross_original_matching,27.0,27.0,28.0,5
17,0,cross_probe_only_flipped,27.0,27.0,27.0,5
17,0,same_original_matching,29.0,27.0,29.0,5
17,0,same_probe_only_flipped,27.0,27.0,27.0,5
17,1,cross_original_matching,27.0,27.0,27.0,5
17,1,cross_probe_only_flipped,27.0,27.0,27.0,5
17,1,same_original_matching,31.0,29.0,31.0,5
17,1,same_probe_only_flipped,28.0,27.0,28.0,5
17,2,cross_original_matching,27.0,27.0,27.0,5
17,2,cross_probe_only_flipped,27.0,27.0,27.0,5
17,2,same_original_matching,29.0,29.0,42.0,5
17,2,same_probe_only_flipped,45.0,44.0,51.0,5
17,3,cross_original_matching,27.0,27.0,28.0,5
17,3,cross_probe_only_flipped,27.0,27.0,27.0,5
17,3,same_original_matching,48.0,48.0,50.0,5
17,3,same_probe_only_flipped,54.0,52.0,59.0,5
17,4,cross_original_matching,28.0,27.0,30.0,5
17,4,cross_probe_only_flipped,27.0,27.0,27.0,5
17,4,same_original_matching,51.0,50.0,54.0,5
17,4,same_probe_only_flipped,58.0,56.0,87.0,5
17,5,cross_original_matching,28.0,27.0,28.0,5
17,5,cross_probe_only_flipped,28.0,27.0,28.0,5
17,5,same_original_matching,56.0,52.0,59.0,5
17,5,same_probe_only_flipped,63.0,57.0,69.0,5
17,6,cross_original_matching,28.0,27.0,29.0,5
17,6,cross_probe_only_flipped,27.0,27.0,27.0,5
17,6,same_original_matching,68.0,64.0,91.0,5
17,6,same_probe_only_flipped,137.0,128.0,164.0,5
17,7,cross_original_matching,29.0,28.0,38.0,5
17,7,cross_probe_only_flipped,27.0,27.0,28.0,5
17,7,same_original_matching,266.0,246.0,271.0,5
17,7,same_probe_only_flipped,259.0,236.0,279.0,5
17,8,cross_original_matching,33.0,29.0,50.0,5
17,8,cross_probe_only_flipped,27.0,27.0,28.0,5
17,8,same_original_matching,285.0,269.0,297.0,5
17,8,same_probe_only_flipped,292.0,277.0,298.0,5
17,9,cross_original_matching,45.0,37.0,55.0,5
17,9,cross_probe_only_flipped,28.0,27.0,29.0,5
17,9,same_original_matching,287.0,259.0,307.0,5
17,9,same_probe_only_flipped,280.0,267.0,296.0,5
17,10,cross_original_matching,45.0,41.0,101.0,5
17,10,cross_probe_only_flipped,28.0,28.0,30.0,5
17,10,same_original_matching,298.0,263.0,304.0,5
17,10,same_probe_only_flipped,291.0,283.0,305.0,5
17,11,cross_original_matching,49.0,47.0,118.0,5
17,11,cross_probe_only_flipped,28.0,27.0,30.0,5
17,11,same_original_matching,278.0,259.0,295.0,5
17,11,same_probe_only_flipped,280.0,275.0,306.0,5
17,12,cross_original_matching,62.0,55.0,97.0,5
17,12,cross_probe_only_flipped,29.0,28.0,29.0,5
17,12,same_original_matching,304.0,299.0,305.0,5
17,12,same_probe_only_flipped,297.0,272.0,303.0,5
17,13,cross_original_matching,66.0,54.0,115.0,5
17,13,cross_probe_only_flipped,28.0,28.0,30.0,5
17,13,same_original_matching,347.0,328.0,370.0,5
17,13,same_probe_only_flipped,299.0,294.0,318.0,5
17,14,cross_original_matching,175.0,111.0,249.0,5
17,14,cross_probe_only_flipped,29.0,28.0,30.0,5
17,14,same_original_matching,336.0,330.0,362.0,5
17,14,same_probe_only_flipped,294.0,281.0,298.0,5
17,15,cross_original_matching,253.0,201.0,278.0,5
17,15,cross_probe_only_flipped,29.0,27.0,32.0,5
17,15,same_original_matching,351.0,342.0,418.0,5
17,15,same_probe_only_flipped,301.0,284.0,314.0,5
17,16,cross_original_matching,283.0,273.0,298.0,5
17,16,cross_probe_only_flipped,30.0,28.0,31.0,5
17,16,same_original_matching,375.0,339.0,389.0,5
17,16,same_probe_only_flipped,302.0,276.0,307.0,5
17,17,cross_original_matching,298.0,283.0,315.0,5
17,17,cross_probe_only_flipped,32.0,31.0,34.0,5
17,17,same_original_matching,385.0,380.0,447.0,5
17,17,same_probe_only_flipped,303.0,288.0,318.0,5
17,18,cross_original_matching,297.0,282.0,309.0,5
17,18,cross_probe_only_flipped,31.0,30.0,33.0,5
17,18,same_original_matching,501.0,372.0,547.0,5
17,18,same_probe_only_flipped,301.0,293.0,311.0,5
17,19,cross_original_matching,304.0,289.0,320.0,5
17,19,cross_probe_only_flipped,33.0,31.0,33.0,5
17,19,same_original_matching,521.0,422.0,527.0,5
17,19,same_probe_only_flipped,301.0,284.0,315.0,5
17,20,cross_original_matching,294.0,278.0,312.0,5
17,20,cross_probe_only_flipped,32.0,30.0,33.0,5
17,20,same_original_matching,491.0,462.0,522.0,5
17,20,same_probe_only_flipped,301.0,297.0,322.0,5
18,0,cross_original_matching,27.0,27.0,27.0,5
